CaseID	VehicleNumber	Discussion	PSU	PSUStrata	RATWeight
335006828	2	Vehicle 1, a 1999 Chevrolet Astro minivan, was turning left, (west), at a T-intersection controlled by a stop sign.  Vehicle 2, a 1986 GMC 12,000 lb dump truck, was traveling eastbound on the two lane (with right turn lane), bituminous, 2-way roadway that	11	6	21.198
335006865	1	This crash occurred at an oblique cross intersection. The speed limit on both roadways was 50 mph (80 kmph). The crash occurred during daylight hours with no adverse weather conditions.  Vehicle 1, a 1995 Acura 2 door hatchback, was westbound on a rural m	11	6	21.198
335006865	2	This crash occurred at an oblique cross intersection. The speed limit on both roadways was 50 mph (80 kmph). The crash occurred during daylight hours with no adverse weather conditions.  Vehicle 1, a 1995 Acura 2 door hatchback, was westbound on a rural m	11	6	21.198
335006931	1	Vehicle 1, a 1995 GMC straight truck, GVWR 32,000lb with a 28,000gal propane tank mounted on back, was northbound on a rural, 2 lane, wet, gravel/slag, newly graded roadway during a heavy rain.  It was daylight and Vehicle 1 was approaching a curve to the	11	6	68.691
335007048	1	Vehicle 1 - 1998 Chevrolet Geo Tracker Sport Utility Vehicle  The driver of the 1998 Chevrolet Geo Tracker Sport Utility Vehicle, a 21-year old male, was negotiating a one-lane entrance ramp onto an eastbound 3-lane interstate divided by a concrete median	11	6	21.198
335007048	2	Vehicle 2 - 2004 Freightliner tractor pulling one closed van semi-trailer  The driver of the 2004 Freightliner tractor pulling one closed van semi-trailer, a 50-year old male, was traveling east on a 3-lane interstate divided by a concrete median barrier	11	6	21.198
335007108	1	Vehicle 1 was a 1996 Freightliner conventional cab tractor that was towing a 1996 Transcraft flatbed, semi-trailer. This vehicle was traveling northbound on a two lane, two way, straight and level, state highway.  The cargo was 9281kgs of steel shot in ba	11	6	125.127
335007109	1	Vehicle 1 - 2003 Chevrolet Silverado pickup truck  The driver of the 2003 Chevrolet Silverado pickup truck, a 46-year old male, was traveling down a one-lane entrance ramp to a southbound 2-lane interstate divided by a grass median (4 lanes total). Traffi	11	6	125.127
335007109	2	Vehicle 2 - 1998 Chevrolet Monte Carlo 2-door coupe  The driver of the 1998 Chevrolet Monte Carlo 2-door coupe, a 43-year old female, was traveling down a one-lane entrance ramp to a southbound 2-lane interstate divided by a grass median (4 lanes total).	11	6	125.127
335007109	3	Vehicle 3 - 2001 Freightliner tractor pulling one closed van semi-trailer  The driver of the 2001 Freightliner tractor pulling one closed van semi-trailer, a 26-year old male, was traveling south on a 2-lane interstate divided by a grass median (4 lanes t	11	6	125.127
335007154	1	Vehicle #1, 1993 Plymouth Voyager minivan  A 1993 Plymouth Voyager minivan (Vehicle #1) was traveling westbound in the right lane of a five lane undivided U.S. route, urban principal arterial-other (2 lanes westbound/2 lanes eastbound with a center two wa	11	6	21.198
335007154	2	Vehicle #2, 1999 International Navistar pulling a semi-trailer loaded with steel coils  A 1999 International Navistar pulling a semi-trailer loaded with steel coils (Vehicle #2) was traveling westbound in the right lane of a five lane undivided U.S. route	11	6	21.198
335007248	1	Vehicle 1, a 2002 Chevrolet/Isuzu COE straight, two axle, medium-heavy truck with a van box, was westbound on a rural, two lane, slag/gravel roadway.  The roadway was ice covered and had an unposted speed limit of 55mph.  V1 was approaching a T-intersecti	11	6	125.127
336006304	1	Vehicle 1, a 1993 Ford Tempo, and Vehicle 2, a 1997 Ford LT9513 dump truck, were heading south on a county road. Vehicle 2 was stopped to turn left and Vehicle  1 was traveling behind Vehicle 2. The level, bituminous road was straight and had a speed limi	13	6	41.321
336006304	2	Vehicle 1, a 1993 Ford Tempo, and Vehicle 2, a 1997 Ford LT9513 dump truck, were heading south on a county road. Vehicle 2 was stopped to turn left and Vehicle # 1 was traveling behind Vehicle 2. The level, bituminous road was straight and had a speed lim	13	6	41.321
336006328	1	This crash occurred on a straight, level, asphalt, five-lane rural road. The undivided east/west road had a center turn lane and private driveways on each side.  Conditions were daylight with rain and a posted speed of 45mph.   Vehicle 1 was a 2000 Chevro	13	6	243.914
336006328	2	This crash occurred on a straight, level, asphalt, five-lane rural road. The undivided east/west road had a center turn lane and private driveways on each side.  Conditions were daylight with rain and a posted speed of 45mph.   Vehicle 1 was a 2000 Chevro	13	6	243.914
336006368	1	Vehicle 1 - 1988 Honda Accord 4-door sedan  The driver of the 1988 Honda Accord 4-door sedan, a 20-year old male, was traveling south on a 5-lane undivided roadway (3 lanes southbound, 2 lanes northbound) in the first lane of travel. As he approached a si	13	6	243.914
336006368	2	Vehicle 2 - 1996 Mack tractor pulling two dump-body semi-trailers connected by an A-dolly  The driver of the 1996 Mack tractor pulling two dump-body semi-trailers connected by an A-dolly, a 21-year old male, was traveling east on a 6-lane undivided roadwa	13	6	243.914
337006085	1	Vehicle #2- 1999 Kenworth truck tractor pulling a refrigerated van semi-trailer   Vehicle #1, a 1999 Kenworth truck tractor pulling a two axle 1994 Great Dane refrigerated van semi-trailer, was traveling north on an urban principal arterial-other, level,	41	7	111.86
337006162	1	Vehicle 1 - 1986 Volkswagen Cabriolet convertible  The driver of the 1986 Volkswagen Cabriolet convertible, a 38-year old female, was traveling east on a 4-lane roadway divided by a raised curb median (7 lanes total) in the fourth (far left) lane of trave	41	7	111.86
337006162	2	Vehicle 2 - 2000 Freightliner tractor pulling one refrigerated van semi-trailer  The driver of the 2000 Freightliner tractor pulling one empty refrigerated van semi-trailer, a 32-year old male, was traveling east on a 4-lane roadway divided by a raised cu	41	7	111.86
337006282	1	Vehicle 1 - 2002 Honda Accord 4-door sedan  The driver of the 2002 Honda Accord 4-door sedan, a 44-year old female, was traveling north on a 6-lane interstate divided by a concrete median barrier (12 lanes total) in the second lane of travel. She observed	41	7	111.86
337006282	2	Vehicle 2 - 1996 Mack tractor pulling one lowboy semi-trailer  The driver of the 1996 Mack tractor pulling one lowboy semi-trailer, a 58-year old male, was traveling north on a 6-lane interstate divided by a concrete median barrier (12 lanes total) in the	41	7	111.86
337006322	1	Vehicle 1 - 1999 Freightliner tractor pulling one refrigerated van semi-trailer  The driver of the 1999 Freightliner tractor pulling one refrigerated van semi-trailer, a 53-year old male, was traveling south on a 2-lane roadway divided by a grass median (	41	7	69.365
337006322	2	Vehicle 2 - 1999 Freightliner tractor pulling one refrigerated van semi-trailer  The driver of the 1999 Freightliner tractor pulling one refrigerated van semi-trailer, a 41-year old male, was traveling south on a 2-lane roadway divided by a grass median (	41	7	69.365
337006323	1	Vehicle 1 was a 2003 Freightliner tractor hauling a 53' semi-trailer filled with palletized cases of bleach.  Vehicle 1 was traveling southbound on a straight level four-lane highway with two travel lanes in the southbound direction and two travel lanes i	41	7	69.365
337006522	1	Vehicle 1 - 1995 Mercury Marquis 4-door sedan  The driver of the 1995 Mercury Marquis 4-door sedan, a 22-year old male, was traveling west on a 5-lane roadway divided by a raised curb median (8 lanes total) in the fourth lane of travel. It was reported th	41	7	32.101
337006522	2	Vehicle 2 - 2001 Mack tractor pulling one tanker semi-trailer  The driver of the 2001 Mack tractor pulling one empty tanker semi-trailer, a 35-year old male, was traveling west on a 5-lane roadway divided by a raised curb median (8 lanes total) in the thi	41	7	32.101
337006545	1	Vehicle #1, 2002 Volkswagen   The crash occurred on an east/west four-lane, divided, level, dry asphalt rural interstate roadway during the late evening hours.  The ambient condition was dark with no overhead roadway illumination.  The roadway was posted	41	7	32.101
337006545	2	Vehicle #2, 2002 International truck tractor pulling a 2003 Great Dane van semi-trailer  The crash occurred on an east/west four-lane, divided, level, dry asphalt rural interstate roadway during the late evening hours.  The ambient condition was dark with	41	7	32.101
337006545	3	Vehicle #3, 1995 Mack truck tractor pulling a 1984 Clark flatbed semi-trailer  The crash occurred on an east/west four-lane, divided, level, dry asphalt rural interstate roadway during the late evening hours.  The ambient condition was dark with no overhe	41	7	32.101
337006545	4	Vehicle #4, 1994 Freightliner truck tractor pulling a 1995 Pines van semi-trailer  The crash occurred on an east/west four-lane, divided, level, dry asphalt rural interstate roadway during the late evening hours.  The ambient condition was dark with no ov	41	7	32.101
337006545	5	Vehicle #5, 2001 Mack truck tractor pulling a 2003 Great Dane van semi-trailer  The crash occurred on an east/west four-lane, divided, level, dry asphalt rural interstate roadway during the late evening hours.  The ambient condition was dark with no overh	41	7	32.101
337006565	1	Vehicle 1 was a 2003 Chevrolet Silverado pickup truck. This vehicle was northbound in lane five of six northbound lanes on a divided Interstate roadway. Vehicle 2 was a 1996 Kenworth tractor towing a van semi-trailer loaded with a cargo of air conditionin	41	7	69.365
337006565	2	Vehicle 1 was a 2003 Chevrolet Silverado pickup truck. This vehicle was northbound in lane five of six northbound lanes on a divided Interstate roadway. Vehicle 2 was a 1996 Kenworth tractor towing a van semi-trailer loaded with a cargo of air conditionin	41	7	69.365
337006642	1	Vehicle 1 - 1988 Plymouth Voyager minivan    The driver of the 1988 Plymouth Voyager minivan, a 58-year old female, was traveling west on a 3-lane roadway divided by a raised grass median (7 lanes total) in the first lane of travel. As she approached a T-	41	7	111.86
337006642	2	Vehicle 2 - 2000 Freightliner straight truck pulling an auto carrier semi-trailer   The driver of the 2000 Freightliner straight truck pulling an auto carrier semi-trailer, a 27-year old male, was traveling east on a 4-lane roadway divided by a raised gra	41	7	111.86
337006662	1	Vehicle 1 - 1998 Peterbilt tractor pulling one refrigerated van semi-trailer  The driver of the 1998 Peterbilt tractor pulling one refrigerated van semi-trailer, a 45-year old male, was traveling south on a 2-lane state roadway divided by a grass median (	41	7	0
338007208	1	This four-vehicle crash occurred on an eight-lane highway on a Saturday morning in the early summer. Vehicle 1 was traveling west and Vehicles 2, 3, and 4 were headed east.  Vehicle 1, a 1998 Nissan Pathfinder, was traveling west in lane four of an eight-	43	9	59.006
338007208	2	This four-vehicle crash occurred on an eight-lane highway on a Saturday morning in the early summer. Vehicle 1 was traveling west and Vehicles 2, 3, and 4 were headed east.  Vehicle 1, a 1998 Nissan Pathfinder, was traveling west in lane four of an eight-	43	9	59.006
338007208	3	This four-vehicle crash occurred on an eight-lane highway on a Saturday morning in the early summer. Vehicle 1 was traveling west and Vehicles 2, 3, and 4 were headed east.  Vehicle 1, a 1998 Nissan Pathfinder, was traveling west in lane four of an eight-	43	9	59.006
338007208	4	This four-vehicle crash occurred on an eight-lane highway on a Saturday morning in the early summer. Vehicle 1 was traveling west and Vehicles 2, 3, and 4 were headed east.  Vehicle 1, a 1998 Nissan Pathfinder, was traveling west in lane four of an eight-	43	9	59.006
338007286	1	Vehicle 1 - 2003 Ford Excursion Sport Utility Vehicle  The driver of the 2003 Ford Excursion Sport Utility Vehicle, a 34-year old female, was traveling west on a 2-lane undivided roadway approaching an area where the roadway widened to 3 lanes (2 lanes we	43	9	127.503
338007286	2	Vehicle 2 - 1998 Nissan Pathfinder Sport Utility Vehicle  The driver of the 1998 Nissan Pathfinder Sport Utility Vehicle, a 38-year old female, was traveling west on a 2-lane undivided roadway approaching an area where the roadway widened to 3 lanes (2 la	43	9	127.503
338007286	3	Vehicle 3 - 1997 Ford Mustang 2-door coupe  The driver of the 1997 Ford Mustang 2-door coupe, a 28-year old male, was traveling west on a 2-lane undivided roadway approaching an area where the roadway widened to 3 lanes (2 lanes westbound, 1 lane eastboun	43	9	127.503
