CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
337006565	2003-10-01	11:50	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	V1 a pick-up truck, in lane 5, V2 a tractor-trailer hauling air conditioning coils were northbound in lane 4.  Both on dry, level, asphalt divided interstate in daylight.  Another vehicle ahead of them had a blow out and was slowing trying to get off the	2	54	4	0	2	1	41	7	69.365
337006642	2003-11-01	20:02	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	V1, a 1988 Plymouth Voyager, was westbound on a wet, level, three-lane divided roadway approaching a three-leg non-signaled intersection in lane one.  V2, a tractor-trailer "car carrier," was eastbound on the same roadway stopped in left turn lane to turn	2	66	3	0	1	1	41	7	111.86
337006662	2003-11-01	06:06	1	1	0	0	Vehicle to Object(s) -+- Rollover	1	5	V1 was southbound in lane 1 of 2-lane rural divided roadway with large grassy median on a dry, level, asphalt and dark roadway.  Another truck had spilled part of its load on roadway (sod).  D1 saw the debris in roadway and steered left to avoid.  This ac	2	57	4	0	2	2	41	7	0
338007208	2003-06-01	11:36	4	1	3	0	Multi-vehicle -+- Angle/sideswipe	4	4	This is a four-vehicle crash that occurred on an eight-lane highway on a Saturday morning in the early summer. Vehicle 1 was traveling west and vehicles 2, 3, and 4  were headed east.  Vehicle 1, a 1998 Nissan Pathfinder, was traveling west in lane four o	7	19	3	1	2	2	43	9	59.006
338007286	2003-07-01	07:25	6	1	5	0	Multi-vehicle -+- Angle/sideswipe	2	2	This crash happened on a Monday morning near an elementary school. The weather conditions were clear and traffic was moderate.  A police officer was controlling traffic at a four-way intersection near the school. V6, a dump truck full of gravel, was trave	2	43	3	0	2	1	43	9	127.503
338007402	2003-08-01	08:50	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	This crash happened on a Thursday morning in late September. The weather conditions were clear, dry and sunny. The crash involved two vehicles at a 4-leg intersection. The roadway was a straight 4-lane divided highway with an uphill grade in both directio	5	30	3	1	2	2	43	9	59.006
338007442	2003-09-01	02:48	1	1	0	0	Vehicle to Object(s) -+- Object off road	6	6	This crash happened on a Sunday morning in late September. The weather conditions were clear but dark. The crash involved a single tractor-trailer on a 5-lane divided roadway. The road was straight with a downhill grade. The speed limit was 45 mph and the	1	57	0	2	2	2	43	9	0
338007508	2003-09-01	09:22	2	1	1	0	Vehicle to vehicle -+- Rollover	2	2	The crash occurred during the mid morning hours following the rush hour traffic in dry, daylight conditions.  The roadway was an urban, north/south, four-lane interstate with shoulders at an interchange.  The interstate had two lanes and shoulders in each	2	54	3	0	2	2	43	9	127.503
338007582	2003-10-01	14:43	1	1	0	0	Vehicle to Object(s) -+- Rollover	1	2	This crash happened on a Friday afternoon in late October on a rural roadway. It involved a single tractor-trailer rollover on an undivided, two-lane road with a sharp left curve. The speed limit was 45 mph and there was no traffic at the time of the cras	6	57	4	0	2	2	43	9	127.503
339006191	2003-05-01	13:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	1	2	The crash occurred on a median divided urban interstate that carries 148,300 vehicles per day based on 2001 traffic counts.  The interstate has three lanes open in each direction and is undergoing construction with a speed limit of 45mph.  Conditions at t	4	47	4	0	2	1	45	8	131.148
339006251	2003-05-01	14:42	2	1	1	0	Vehicle to vehicle -+- Rear end	1	2	The crash occurred on a barrier divided urban interstate that carries 139,490 vehicles per day.  There are four travel lanes eastbound and westbound separated from additional interchange exit lanes by a painted gore.  Conditions were daylight and dry at 2	4	30	4	0	2	2	45	8	131.148
339006276	2003-05-01	20:50	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	The roadway is a barrier divided urban interstate that carries 65,740 vehicles per day with two lanes, an exit lane, and shoulders in each direction.  The one lane exit ramp where the crash occurred has a 3% uphill grade and a 4% super elevation with a ra	2	57	5	0	2	2	45	8	131.148
339006316	2003-06-01	04:57	1	1	0	0	Vehicle to Object(s) -+- Rollover	1	2	The crash occurred on a barrier divided urban interstate with three lanes and shoulders in each direction divided by a concrete barrier wall.  The road curves slightly to the right with a speed limit of 55mph.  Conditions were dry and dark with streetligh	2	57	4	0	2	1	45	8	131.148
339006351	2003-06-01	11:39	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	The crash occurred on a barrier divided urban interstate with five travel lanes in each direction, shoulders and emergency lanes.  Conditions were dry and daylight at 12:18pm on a Tuesday afternoon.   The speed limit is 55mph and orange construction signs	4	30	3	0	2	2	45	8	211.494
339006411	2003-07-01	11:20	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	3	The crash site is a barrier divided urban interstate with four travel lanes, shoulders, and emergency lanes in each direction.  The crash occurred in the westbound lanes near the apex of a slight curve to the left with a speed limit of 55mph.  There is an	3	66	3	0	2	1	45	8	211.494
339006431	2003-07-01	16:21	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	2	The crash occurred on a barrier divided urban interstate with three lanes, an entrance/exit ramp lane, and shoulders in each direction.  The eastbound interstate lanes curve slightly to the right and 2001 traffic counts indicate the interstate carries 107	1	30	4	0	2	1	45	8	131.148
339006451	2003-07-01	11:44	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	The crash occurred on a barrier divided urban north/south interstate that carries 60,967 vehicles per day based on 2002 traffic counts.  Southbound the interstate has three lanes and shoulders with the right lane being an exit only lane between interchang	6	57	4	0	2	2	45	8	131.148
339006491	2003-07-01	15:31	2	1	1	0	Vehicle to vehicle -+- Head-on	4	4	The crash occurred on a two-lane rural east/west state highway with shoulders and guardrails on each side.  The roadway is straight at the point of impact but a slight curve to the left begins 50m west.  2002 Traffic counts indicate the roadway carries 13	4	30	4	1	9	1	45	8	60.692
339006551	2003-08-01	11:37	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	3	The crash occurred on a straight level rural interstate with three travel lanes, shoulders, and emergency lanes in each direction divided by a grass median.  The six interstate lanes carry 70,720 vehicles per day at the crash site based on 2002 traffic co	3	57	3	0	2	1	45	8	211.494
339006731	2003-10-01	21:35	1	1	0	1	Vehicle to Object(s) -+- Object on road	3	3	The crash occurred on a grass median divided rural interstate with three travel lanes, emergency lane, and 3.7m shoulder in each direction.   Traffic counts indicate the interstate carries 70,715 vehicles per day with a speed limit of 70mph.  Conditions w	6	57	0	0	2	1	45	8	211.494
339006771	2003-10-01	13:00	1	1	0	0	Vehicle to Object(s) -+- Rollover	1	3	The crash occurred on a barrier divided urban north/south interstate that carries 60,967 vehicles per day based on 2002 traffic counts.  Southbound the interstate has three travel lanes and shoulders with the right travel lane being an exit only lane betw	5	57	4	0	2	1	45	8	211.494
339006811	2003-10-01	09:10	2	1	1	0	Vehicle to vehicle -+- Head-on	2	2	The crash occurred on a two lane rural arterial roadway that is intersected by a residential two lane road.  Conditions were daylight and dry at 9:10am on a Wednesday morning.   2002 traffic counts indicate the arterial carries 14,099 vehicles per day at	4	30	4	0	2	1	45	8	131.148
339006875	2003-11-01	10:36	2	1	1	0	Multi-vehicle to object(s) -+- Object off road	3	3	The crash occurred on a straight east/west urban interstate with three lanes, shoulder, and emergency lane in each direction divided by a concrete traffic barrier.  2002 traffic counts indicate the six interstate lanes carry 105,180 vehicles per day at th	3	30	3	0	9	1	45	8	211.494
339006876	2003-11-01	13:40	2	1	1	0	Vehicle to vehicle -+- Rear end	2	2	The crash occurred on an east/west rural interstate with three lanes, shoulder, and emergency lane in each direction divided by a concrete traffic barrier.  2002 Traffic counts indicate the six interstate lanes carry 87,680 vehicles per day with a posted	3	30	4	0	2	1	45	8	131.148
339006915	2003-11-01	18:54	8	1	7	0	Multi-vehicle -+- Rear end	3	3	The crash occurred on a north/south median divided urban interstate with three travel lanes, shoulder, and emergency lane in each direction.  2002 traffic counts indicate the interstate carries 82,880 vehicles per day at the crash site.  Conditions at the	1	43	3	0	2	1	45	8	211.494
339006935	2003-11-01	20:07	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	The crash occurred on an east/west urban interstate with three travel lanes and shoulder in each direction divided by a concrete traffic barrier.  2002 traffic counts indicate that the interstate carries 145,782 vehicles per day in this ongoing constructi	6	47	4	0	1	1	45	8	131.148
339006971	2003-12-01	02:02	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	The crash occurred on a one way interstate exit flyover ramp at a major interchange.  The ramp has two northbound lanes with a right shoulder and barrier walls on each side.  Conditions were dark with streetlights and rain in the early  morning with an ai	6	54	0	1	9	1	45	8	60.692
339007031	2003-12-01	12:23	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	0	2	The crash occurred on a rural interstate with three travel lanes, shoulder, and emergency lane in each direction divided by a concrete barrier wall.  2002 traffic counts indicate the six-lane interstate carries 87,860 vehicles per day.  Conditions at the	7	30	5	0	2	1	45	8	131.148
340006566	2003-06-01	14:25	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	3	2	Vehicle one was a 1994 Toyota pickup truck that was traveling north on a two lane, uphill, bituminous dry roadway.  It was mid afternoon and the atmosphere was clear.  Vehicle one was approaching an intersection with a four lane state highway that was div	6	28	4	0	2	1	48	9	426.863
340006651	2003-07-01	14:25	3	1	2	0	Multi-vehicle -+- Head-on	4	4	The multiple vehicle crash occurred at an intersection of a six-lane roadway and a two-lane roadway.  The six-lane road is divided with a grass median and has three lanes on either side.  The six-lane road was curved to the right for northbound traffic an	6	28	3	1	9	1	48	9	197.543
340006666	2003-07-01	10:10	3	2	1	0	Multi-vehicle -+- Angle/sideswipe	3	2	The crash occurred on the interstate in the morning. It was raining and the road was wet, level and straight.  The area where the crash occurred was in a construction zone with reduced speed signs.  The speed limit was 89 kmph (55 mph).  There were also l	4	32	4	0	9	1	48	9	426.863
340006826	2003-09-01	02:30	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	2	This crash occurred on a dry federal highway in the early morning hours. It was dark but the road was lit.  This was a two lane bituminous road with a left turn lane added at the intersection where the crash occurred.  It was intersecting with a four-lane	3	57	3	0	9	1	48	9	426.863
340006946	2003-10-01	15:46	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	The crash occurred on dry, six-lane interstate divided by a concrete wall in the median.  The outside lanes on both the south and northbound sides were closed for work with traffic barrels so only two lanes were actually open for use on each side.  The gr	4	30	3	0	2	1	48	9	688.372
340007050	2003-12-01	14:20	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	3	The crash occurred at a four-legged intersection on a county road in the mid-afternoon.  This two-lane road was dry and the weather was cloudy.  The grade was three percent uphill on this straight road.  There was a stop sign on this road for a traffic co	4	57	3	0	2	2	48	9	688.372
340007111	2003-12-01	14:15	4	2	2	0	Multi-vehicle -+- Rear end	4	4	The crash occurred on a federal highway at mid-afternoon. This rural two-lane road was bituminous, straight, dry and level.  The crash area was in a construction zone.  There were signs along the road prior to the crash area warning of workers and flagmen	3	29	6	1	2	1	48	9	197.543
341000001	2003-07-01	12:15	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	2	2	The crash occurred in the southbound lanes of a barrier divided, urban interstate with a posted speed limit of 60 mph (97 kmph).  Four southbound concrete lanes are present with a shoulder and the level road curves slightly to the right.  Conditions were	3	28	4	0	2	1	49	7	50.061
341000021	2003-10-01	05:45	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	2	A collision involving two vehicles occurred on a weekday morning at approximately 0545 hours.  .  It was raining, the roadway wet and it was dark, but lighted at the time of the crash.  The rain reduced the friction on the travel lanes causing them to be	5	54	4	0	2	2	49	7	50.061
341006428	2003-07-01	06:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	An intersection related crash involving two vehicles occurred on a weekday morning at approximately 0600 hours.  The posted speed limit was 35 mph (56 kmph) for all vehicles. The weather was clear, the roadway dry and it was daylight at the time of the cr	5	54	4	0	2	2	49	7	50.061
342006370	2003-05-01	14:44	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	This four-leg intersection related crash occurred in the afternoon at 1444 hours on undivided urban roadways with no adverse weather conditions.  The roadways are comprised of bituminous asphalt and are level and straight.  The intersection is controlled	1	66	3	1	2	2	73	5	60.371
342006545	2003-07-01	07:24	6	1	5	0	Multi-vehicle to object(s) -+- Rear end	2	2	This crash occurred at approximately 0730 hours on a weekday morning on a road that was under construction.  The roadway was being used temporarily while the highway was constructed.  This was a divided highway at the pre-crash location and an undivided h	6	43	4	0	2	1	73	5	356.366
342006565	2003-07-01	01:31	2	1	1	0	Vehicle to vehicle -+- Rear end	4	4	This two-vehicle crash occurred on a six lane divided highway with a positive barrier.  This crash occurred on the eastbound side where there are two exit merge lanes to the right of the crash making five travel lanes on that side.  The on-ramp lanes merg	4	30	0	1	2	1	73	5	60.371
342006605	2003-07-01	04:18	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This two-vehicle crash occurred in the two northbound travel lanes of a four-lane divided interstate without a positive barrier.  The northbound lanes have a merging on-ramp from an interchange.  The roadway is basically level and straight at the point of	5	30	3	0	1	1	73	5	195.635
342006805	2003-09-01	00:40	1	1	0	0	Vehicle to Object(s) -+- Object off road	4	4	A single vehicle crash occurred on a one-lane interchange exit ramp. This exit ramp exits off of an interstate freeway.  The ramp is concrete, curves to the right and has a positive super elevation of 3%.  Prior to the curve, the exit ramp is level, has c	7	57	0	1	2	1	73	5	60.371
343007095	2003-10-01	08:24	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	A two-vehicle crash occurred midweek at approximately 0830 hours in the southbound travel lanes on a ten-lane physically divided urban interstate.  The southbound lanes consist of three lanes.  The portion of the roadway where the collision occurred was s	5	30	4	0	2	1	72	4	58.657
